Ticker,Multiplier,Tick Size,Exchange Fees,Commission,NFA Fees,Slippage,Sector
S.LOW,1,0.01,0,0.005,0,2,STK
S.LPX,1,0.01,0,0.005,0,2,STK
S.LRCX,1,0.01,0,0.005,0,2,STK
S.LU,1,0.01,0,0.005,0,2,STK
S.LUB,1,0.01,0,0.005,0,2,STK
S.JEF,1,0.01,0,0.005,0,2,STK
S.LUV,1,0.01,0,0.005,0,2,STK
S.LVLT,1,0.01,0,0.005,0,2,STK
S.LXK,1,0.01,0,0.005,0,2,STK
S.LYB,1,0.01,0,0.005,0,2,STK
S.M,1,0.01,0,0.005,0,2,STK
S.MA,1,0.01,0,0.005,0,2,STK
S.MAC,1,0.01,0,0.005,0,2,STK
S.MAI,1,0.01,0,0.005,0,2,STK
S.MAR,1,0.01,0,0.005,0,2,STK
S.MAS,1,0.01,0,0.005,0,2,STK
S.MAT,1,0.01,0,0.005,0,2,STK
S.MAY,1,0.01,0,0.005,0,2,STK
S.MBI,1,0.01,0,0.005,0,2,STK
S.MCD,1,0.01,0,0.005,0,2,STK
S.MCHP,1,0.01,0,0.005,0,2,STK
S.MCIC,1,0.01,0,0.005,0,2,STK
S.MCK,1,0.01,0,0.005,0,2,STK
S.MCO,1,0.01,0,0.005,0,2,STK
S.MDLZ,1,0.01,0,0.005,0,2,STK
S.MDP,1,0.01,0,0.005,0,2,STK
S.MDR,1,0.01,0,0.005,0,2,STK
S.MDT,1,0.01,0,0.005,0,2,STK
S.MEA,1,0.01,0,0.005,0,2,STK
S.MEDI,1,0.01,0,0.005,0,2,STK
S.MEE,1,0.01,0,0.005,0,2,STK
S.MEL,1,0.01,0,0.005,0,2,STK
S.MER,1,0.01,0,0.005,0,2,STK
S.MERQ,1,0.01,0,0.005,0,2,STK
S.MET,1,0.01,0,0.005,0,2,STK
S.MFE,1,0.01,0,0.005,0,2,STK
S.MGI,1,0.01,0,0.005,0,2,STK
S.SPGI,1,0.01,0,0.005,0,2,STK
S.MHK,1,0.01,0,0.005,0,2,STK
S.MHS,1,0.01,0,0.005,0,2,STK
S.MI,1,0.01,0,0.005,0,2,STK
S.MII,1,0.01,0,0.005,0,2,STK
S.MIL,1,0.01,0,0.005,0,2,STK
S.MJN,1,0.01,0,0.005,0,2,STK
S.MKC,1,0.01,0,0.005,0,2,STK
S.MKG,1,0.01,0,0.005,0,2,STK
S.MLM,1,0.01,0,0.005,0,2,STK
S.MMC,1,0.01,0,0.005,0,2,STK
S.MMM,1,0.01,0,0.005,0,2,STK
S.MNK,1,0.01,0,0.005,0,2,STK
S.MNST,1,0.01,0,0.005,0,2,STK
S.MO,1,0.01,0,0.005,0,2,STK
S.MOB,1,0.01,0,0.005,0,2,STK
S.MOLX,1,0.01,0,0.005,0,2,STK
S.MON,1,0.01,0,0.005,0,2,STK
S.MOS,1,0.01,0,0.005,0,2,STK
S.MPC,1,0.01,0,0.005,0,2,STK
S.MRK,1,0.01,0,0.005,0,2,STK
S.MRN,1,0.01,0,0.005,0,2,STK
S.MRO,1,0.01,0,0.005,0,2,STK
S.MS,1,0.01,0,0.005,0,2,STK
S.MSFT,1,0.01,0,0.005,0,2,STK
S.MSI,1,0.01,0,0.005,0,2,STK
S.MST,1,0.01,0,0.005,0,2,STK
S.MTB,1,0.01,0,0.005,0,2,STK
S.MTG,1,0.01,0,0.005,0,2,STK
S.MTL,1,0.01,0,0.005,0,2,STK
S.MTW,1,0.01,0,0.005,0,2,STK
S.MU,1,0.01,0,0.005,0,2,STK
S.MUR,1,0.01,0,0.005,0,2,STK
S.MWI,1,0.01,0,0.005,0,2,STK
S.MWW,1,0.01,0,0.005,0,2,STK
S.MXIM,1,0.01,0,0.005,0,2,STK
S.MXS,1,0.01,0,0.005,0,2,STK
S.MYG,1,0.01,0,0.005,0,2,STK
S.MYL,1,0.01,0,0.005,0,2,STK
S.MZ,1,0.01,0,0.005,0,2,STK
S.NAV,1,0.01,0,0.005,0,2,STK
S.NAVI,1,0.01,0,0.005,0,2,STK
S.NBL,1,0.01,0,0.005,0,2,STK
S.NBR,1,0.01,0,0.005,0,2,STK
S.NC,1,0.01,0,0.005,0,2,STK
S.NCC,1,0.01,0,0.005,0,2,STK
S.NCE,1,0.01,0,0.005,0,2,STK
S.NCR,1,0.01,0,0.005,0,2,STK
S.NDAQ,1,0.01,0,0.005,0,2,STK
S.NE,1,0.01,0,0.005,0,2,STK
S.NEC,1,0.01,0,0.005,0,2,STK
S.NEE,1,0.01,0,0.005,0,2,STK
S.NEM,1,0.01,0,0.005,0,2,STK
S.NFB,1,0.01,0,0.005,0,2,STK
S.NFLX,1,0.01,0,0.005,0,2,STK
S.NFX,1,0.01,0,0.005,0,2,STK
S.NGH,1,0.01,0,0.005,0,2,STK
S.NI,1,0.01,0,0.005,0,2,STK
S.NKE,1,0.01,0,0.005,0,2,STK
S.NLSN,1,0.01,0,0.005,0,2,STK
S.NMK,1,0.01,0,0.005,0,2,STK
S.NOC,1,0.01,0,0.005,0,2,STK
S.NOV,1,0.01,0,0.005,0,2,STK
S.NOVL,1,0.01,0,0.005,0,2,STK
S.NRG,1,0.01,0,0.005,0,2,STK
S.NSC,1,0.01,0,0.005,0,2,STK
S.NSI,1,0.01,0,0.005,0,2,STK
S.NT,1,0.01,0,0.005,0,2,STK
S.NTAP,1,0.01,0,0.005,0,2,STK
S.NTRS,1,0.01,0,0.005,0,2,STK
S.NUE,1,0.01,0,0.005,0,2,STK
S.NVDA,1,0.01,0,0.005,0,2,STK
S.NWL,1,0.01,0,0.005,0,2,STK
S.NWS,1,0.01,0,0.005,0,2,STK
S.NWSA,1,0.01,0,0.005,0,2,STK
S.NXTL,1,0.01,0,0.005,0,2,STK
S.NYN,1,0.01,0,0.005,0,2,STK
S.NYT,1,0.01,0,0.005,0,2,STK
S.NYX,1,0.01,0,0.005,0,2,STK
S.O,1,0.01,0,0.005,0,2,STK
S.OAT,1,0.01,0,0.005,0,2,STK
S.ODP,1,0.01,0,0.005,0,2,STK
S.OI,1,0.01,0,0.005,0,2,STK
S.OK,1,0.01,0,0.005,0,2,STK
S.OKE,1,0.01,0,0.005,0,2,STK
S.OM,1,0.01,0,0.005,0,2,STK
S.OMC,1,0.01,0,0.005,0,2,STK
S.ONE,1,0.01,0,0.005,0,2,STK
S.ORCL,1,0.01,0,0.005,0,2,STK
S.ORLY,1,0.01,0,0.005,0,2,STK
S.ORX,1,0.01,0,0.005,0,2,STK
S.OC,1,0.01,0,0.005,0,2,STK
S.OXY,1,0.01,0,0.005,0,2,STK
S.PAC,1,0.01,0,0.005,0,2,STK
S.PALM,1,0.01,0,0.005,0,2,STK
S.PAS,1,0.01,0,0.005,0,2,STK
S.PAYX,1,0.01,0,0.005,0,2,STK
S.PBCT,1,0.01,0,0.005,0,2,STK
S.PBG,1,0.01,0,0.005,0,2,STK
S.PBI,1,0.01,0,0.005,0,2,STK
S.PBY,1,0.01,0,0.005,0,2,STK
S.PCAR,1,0.01,0,0.005,0,2,STK
S.PCG,1,0.01,0,0.005,0,2,STK
S.PCH,1,0.01,0,0.005,0,2,STK
S.PCL,1,0.01,0,0.005,0,2,STK
S.BKNG,1,0.01,0,0.005,0,2,STK
S.PCP,1,0.01,0,0.005,0,2,STK
S.TMUS,1,0.01,0,0.005,0,2,STK
S.PD,1,0.01,0,0.005,0,2,STK
S.PDCO,1,0.01,0,0.005,0,2,STK
S.PDG,1,0.01,0,0.005,0,2,STK
S.PEG,1,0.01,0,0.005,0,2,STK
S.PEL,1,0.01,0,0.005,0,2,STK
S.PEP,1,0.01,0,0.005,0,2,STK
S.PETM,1,0.01,0,0.005,0,2,STK
S.PFE,1,0.01,0,0.005,0,2,STK
S.PFG,1,0.01,0,0.005,0,2,STK
S.PG,1,0.01,0,0.005,0,2,STK
S.PGL,1,0.01,0,0.005,0,2,STK
S.PGN,1,0.01,0,0.005,0,2,STK
S.PGR,1,0.01,0,0.005,0,2,STK
S.PH,1,0.01,0,0.005,0,2,STK
S.PHA,1,0.01,0,0.005,0,2,STK
S.PHB,1,0.01,0,0.005,0,2,STK
S.PHM,1,0.01,0,0.005,0,2,STK
S.PKI,1,0.01,0,0.005,0,2,STK
S.PLD,1,0.01,0,0.005,0,2,STK
S.PLL,1,0.01,0,0.005,0,2,STK
S.PM,1,0.01,0,0.005,0,2,STK
S.PMCS,1,0.01,0,0.005,0,2,STK
S.PNC,1,0.01,0,0.005,0,2,STK
S.PNR,1,0.01,0,0.005,0,2,STK
S.PNU,1,0.01,0,0.005,0,2,STK
S.PNW,1,0.01,0,0.005,0,2,STK
S.POM,1,0.01,0,0.005,0,2,STK
S.PPG,1,0.01,0,0.005,0,2,STK
S.PPL,1,0.01,0,0.005,0,2,STK
S.PPW,1,0.01,0,0.005,0,2,STK
S.PRD,1,0.01,0,0.005,0,2,STK
S.PRGO,1,0.01,0,0.005,0,2,STK
S.PRU,1,0.01,0,0.005,0,2,STK
S.PSA,1,0.01,0,0.005,0,2,STK
S.PSFT,1,0.01,0,0.005,0,2,STK
S.PSX,1,0.01,0,0.005,0,2,STK
S.PT,1,0.01,0,0.005,0,2,STK
S.PAR,1,0.01,0,0.005,0,2,STK
S.PTV,1,0.01,0,0.005,0,2,STK
S.PVH,1,0.01,0,0.005,0,2,STK
S.PVN,1,0.01,0,0.005,0,2,STK
S.PVT,1,0.01,0,0.005,0,2,STK
S.PWER,1,0.01,0,0.005,0,2,STK
S.PWJ,1,0.01,0,0.005,0,2,STK
S.PWR,1,0.01,0,0.005,0,2,STK
S.LIN,1,0.01,0,0.005,0,2,STK
S.PXD,1,0.01,0,0.005,0,2,STK
S.PYPL,1,0.01,0,0.005,0,2,STK
S.PZE,1,0.01,0,0.005,0,2,STK
S.QCOM,1,0.01,0,0.005,0,2,STK
S.QEP,1,0.01,0,0.005,0,2,STK
S.QLGC,1,0.01,0,0.005,0,2,STK
S.QRVO,1,0.01,0,0.005,0,2,STK
S.QTRN,1,0.01,0,0.005,0,2,STK
S.R,1,0.01,0,0.005,0,2,STK
S.RAD,1,0.01,0,0.005,0,2,STK
S.RAI,1,0.01,0,0.005,0,2,STK
S.RAL,1,0.01,0,0.005,0,2,STK
S.RATL,1,0.01,0,0.005,0,2,STK
S.RBD,1,0.01,0,0.005,0,2,STK
S.RBK,1,0.01,0,0.005,0,2,STK
S.RCL,1,0.01,0,0.005,0,2,STK
S.RD,1,0.01,0,0.005,0,2,STK
S.RDC,1,0.01,0,0.005,0,2,STK
S.REGN,1,0.01,0,0.005,0,2,STK
S.RF,1,0.01,0,0.005,0,2,STK
S.RHI,1,0.01,0,0.005,0,2,STK
S.RHT,1,0.01,0,0.005,0,2,STK
S.RIG,1,0.01,0,0.005,0,2,STK
S.RL,1,0.01,0,0.005,0,2,STK
S.RLGY,1,0.01,0,0.005,0,2,STK
S.RLM,1,0.01,0,0.005,0,2,STK
S.RML,1,0.01,0,0.005,0,2,STK
S.RNB,1,0.01,0,0.005,0,2,STK
S.ROH,1,0.01,0,0.005,0,2,STK
S.ROK,1,0.01,0,0.005,0,2,STK
S.ROP,1,0.01,0,0.005,0,2,STK
S.ROST,1,0.01,0,0.005,0,2,STK
S.RRC,1,0.01,0,0.005,0,2,STK
S.RRD,1,0.01,0,0.005,0,2,STK
S.RSG,1,0.01,0,0.005,0,2,STK
S.RSH,1,0.01,0,0.005,0,2,STK
S.RTN,1,0.01,0,0.005,0,2,STK
S.IMS,1,0.01,0,0.005,0,2,STK
S.RYAN,1,0.01,0,0.005,0,2,STK
S.RYC,1,0.01,0,0.005,0,2,STK
S.RYI,1,0.01,0,0.005,0,2,STK
S.S,1,0.01,0,0.005,0,2,STK
S.SAF,1,0.01,0,0.005,0,2,STK
S.SAI,1,0.01,0,0.005,0,2,STK
S.SANM,1,0.01,0,0.005,0,2,STK
S.SAPE,1,0.01,0,0.005,0,2,STK
S.SBL,1,0.01,0,0.005,0,2,STK
S.SBUX,1,0.01,0,0.005,0,2,STK
S.SCG,1,0.01,0,0.005,0,2,STK
S.SCHW,1,0.01,0,0.005,0,2,STK
S.SDS,1,0.01,0,0.005,0,2,STK
S.SE,1,0.01,0,0.005,0,2,STK
S.SEBL,1,0.01,0,0.005,0,2,STK
S.SEE,1,0.01,0,0.005,0,2,STK
S.SEG,1,0.01,0,0.005,0,2,STK
S.SFA,1,0.01,0,0.005,0,2,STK
S.SFX,1,0.01,0,0.005,0,2,STK
S.SGP,1,0.01,0,0.005,0,2,STK
S.SHLD,1,0.01,0,0.005,0,2,STK
S.SHN,1,0.01,0,0.005,0,2,STK
S.SHW,1,0.01,0,0.005,0,2,STK
S.SIAL,1,0.01,0,0.005,0,2,STK
S.SIG,1,0.01,0,0.005,0,2,STK
S.SII,1,0.01,0,0.005,0,2,STK
S.SJM,1,0.01,0,0.005,0,2,STK
S.SKY,1,0.01,0,0.005,0,2,STK
S.SLB,1,0.01,0,0.005,0,2,STK
S.SLG,1,0.01,0,0.005,0,2,STK
S.SLM,1,0.01,0,0.005,0,2,STK
S.SLR,1,0.01,0,0.005,0,2,STK
S.SMI,1,0.01,0,0.005,0,2,STK
S.SMS,1,0.01,0,0.005,0,2,STK
S.SNA,1,0.01,0,0.005,0,2,STK
S.SNC,1,0.01,0,0.005,0,2,STK
S.SNDK,1,0.01,0,0.005,0,2,STK
S.SNI,1,0.01,0,0.005,0,2,STK
S.SNT,1,0.01,0,0.005,0,2,STK
S.SNV,1,0.01,0,0.005,0,2,STK
S.SO,1,0.01,0,0.005,0,2,STK
S.SOTR,1,0.01,0,0.005,0,2,STK
S.SOV,1,0.01,0,0.005,0,2,STK
S.SPG,1,0.01,0,0.005,0,2,STK
S.SPLS,1,0.01,0,0.005,0,2,STK
S.SPP,1,0.01,0,0.005,0,2,STK
S.SPXC,1,0.01,0,0.005,0,2,STK
S.SRCL,1,0.01,0,0.005,0,2,STK
S.SRE,1,0.01,0,0.005,0,2,STK
S.SRR,1,0.01,0,0.005,0,2,STK
S.SCI,1,0.01,0,0.005,0,2,STK
S.SSP,1,0.01,0,0.005,0,2,STK
S.STI,1,0.01,0,0.005,0,2,STK
S.STJ,1,0.01,0,0.005,0,2,STK
S.STO,1,0.01,0,0.005,0,2,STK
S.STR,1,0.01,0,0.005,0,2,STK
S.STT,1,0.01,0,0.005,0,2,STK
S.STX,1,0.01,0,0.005,0,2,STK
S.STZ,1,0.01,0,0.005,0,2,STK
S.SUB,1,0.01,0,0.005,0,2,STK
S.SUNEQ,1,0.01,0,0.005,0,2,STK
S.SVU,1,0.01,0,0.005,0,2,STK
S.SWK,1,0.01,0,0.005,0,2,STK
S.SWKS,1,0.01,0,0.005,0,2,STK
S.SWN,1,0.01,0,0.005,0,2,STK
S.SWY,1,0.01,0,0.005,0,2,STK
S.SYF,1,0.01,0,0.005,0,2,STK
S.SYK,1,0.01,0,0.005,0,2,STK
S.SYMC,1,0.01,0,0.005,0,2,STK
S.SYY,1,0.01,0,0.005,0,2,STK
S.T,1,0.01,0,0.005,0,2,STK
S.TA,1,0.01,0,0.005,0,2,STK
S.TAP,1,0.01,0,0.005,0,2,STK
S.TAP.B,1,0.01,0,0.005,0,2,STK
S.TCOMA,1,0.01,0,0.005,0,2,STK
S.TDC,1,0.01,0,0.005,0,2,STK
S.TDM,1,0.01,0,0.005,0,2,STK
S.TE,1,0.01,0,0.005,0,2,STK
S.TEG,1,0.01,0,0.005,0,2,STK
S.TEK,1,0.01,0,0.005,0,2,STK
S.TEL,1,0.01,0,0.005,0,2,STK
S.TEN,1,0.01,0,0.005,0,2,STK
S.TER,1,0.01,0,0.005,0,2,STK
S.TEX,1,0.01,0,0.005,0,2,STK
S.TGNA,1,0.01,0,0.005,0,2,STK
S.TGT,1,0.01,0,0.005,0,2,STK
S.THC,1,0.01,0,0.005,0,2,STK
S.THY,1,0.01,0,0.005,0,2,STK
S.TIE,1,0.01,0,0.005,0,2,STK
S.TIF,1,0.01,0,0.005,0,2,STK
S.TIN,1,0.01,0,0.005,0,2,STK
S.TJX,1,0.01,0,0.005,0,2,STK
S.TKR,1,0.01,0,0.005,0,2,STK
S.TLAB,1,0.01,0,0.005,0,2,STK
S.TMC.A,1,0.01,0,0.005,0,2,STK
S.TMK,1,0.01,0,0.005,0,2,STK
S.TMO,1,0.01,0,0.005,0,2,STK
S.TNB,1,0.01,0,0.005,0,2,STK
S.TOS,1,0.01,0,0.005,0,2,STK
S.TOY,1,0.01,0,0.005,0,2,STK
S.TRCO,1,0.01,0,0.005,0,2,STK
S.TRIP,1,0.01,0,0.005,0,2,STK
S.TROW,1,0.01,0,0.005,0,2,STK
S.TRV,1,0.01,0,0.005,0,2,STK
S.TSCO,1,0.01,0,0.005,0,2,STK
S.TSG,1,0.01,0,0.005,0,2,STK
S.TSN,1,0.01,0,0.005,0,2,STK
S.ANDV,1,0.01,0,0.005,0,2,STK
S.TSS,1,0.01,0,0.005,0,2,STK
S.TT,1,0.01,0,0.005,0,2,STK
S.TUP,1,0.01,0,0.005,0,2,STK
S.TWC,1,0.01,0,0.005,0,2,STK
S.TWX,1,0.01,0,0.005,0,2,STK
S.TX,1,0.01,0,0.005,0,2,STK
S.TXN,1,0.01,0,0.005,0,2,STK
S.TXT,1,0.01,0,0.005,0,2,STK
S.TXU,1,0.01,0,0.005,0,2,STK
S.JCI,1,0.01,0,0.005,0,2,STK
S.U,1,0.01,0,0.005,0,2,STK
S.UA.A,1,0.01,0,0.005,0,2,STK
S.UAL,1,0.01,0,0.005,0,2,STK
S.UCC,1,0.01,0,0.005,0,2,STK
S.UCL,1,0.01,0,0.005,0,2,STK
S.UCM,1,0.01,0,0.005,0,2,STK
S.UDR,1,0.01,0,0.005,0,2,STK
S.UHS,1,0.01,0,0.005,0,2,STK
S.UIS,1,0.01,0,0.005,0,2,STK
S.UK,1,0.01,0,0.005,0,2,STK
S.UMG,1,0.01,0,0.005,0,2,STK
S.UN,1,0.01,0,0.005,0,2,STK
S.UNH,1,0.01,0,0.005,0,2,STK
S.UNM,1,0.01,0,0.005,0,2,STK
S.UNP,1,0.01,0,0.005,0,2,STK
S.UPC,1,0.01,0,0.005,0,2,STK
S.UPJ,1,0.01,0,0.005,0,2,STK
S.UPR,1,0.01,0,0.005,0,2,STK
S.UPS,1,0.01,0,0.005,0,2,STK
S.URBN,1,0.01,0,0.005,0,2,STK
S.URI,1,0.01,0,0.005,0,2,STK
S.USB,1,0.01,0,0.005,0,2,STK
S.USBC,1,0.01,0,0.005,0,2,STK
S.USH,1,0.01,0,0.005,0,2,STK
S.USHC,1,0.01,0,0.005,0,2,STK
S.USS,1,0.01,0,0.005,0,2,STK
S.UST,1,0.01,0,0.005,0,2,STK
S.USW,1,0.01,0,0.005,0,2,STK
S.UTX,1,0.01,0,0.005,0,2,STK
S.UVN,1,0.01,0,0.005,0,2,STK
S.V,1,0.01,0,0.005,0,2,STK
S.VAR,1,0.01,0,0.005,0,2,STK
S.VAT,1,0.01,0,0.005,0,2,STK
S.VC,1,0.01,0,0.005,0,2,STK
S.VFC,1,0.01,0,0.005,0,2,STK
S.VIAB,1,0.01,0,0.005,0,2,STK
S.VIAV,1,0.01,0,0.005,0,2,STK
S.VLO,1,0.01,0,0.005,0,2,STK
S.VMC,1,0.01,0,0.005,0,2,STK
S.VNO,1,0.01,0,0.005,0,2,STK
S.VO,1,0.01,0,0.005,0,2,STK
S.VRSK,1,0.01,0,0.005,0,2,STK
S.VRSN,1,0.01,0,0.005,0,2,STK
S.VRTX,1,0.01,0,0.005,0,2,STK
S.VTR,1,0.01,0,0.005,0,2,STK
S.VTSS,1,0.01,0,0.005,0,2,STK
S.VZ,1,0.01,0,0.005,0,2,STK
S.WAI,1,0.01,0,0.005,0,2,STK
S.WMIH,1,0.01,0,0.005,0,2,STK
S.WAT,1,0.01,0,0.005,0,2,STK
S.WB,1,0.01,0,0.005,0,2,STK
S.WBA,1,0.01,0,0.005,0,2,STK
S.WCOM,1,0.01,0,0.005,0,2,STK
S.WDC,1,0.01,0,0.005,0,2,STK
S.WEC,1,0.01,0,0.005,0,2,STK
S.WEN,1,0.01,0,0.005,0,2,STK
S.WFC,1,0.01,0,0.005,0,2,STK
S.WFM,1,0.01,0,0.005,0,2,STK
S.WFT,1,0.01,0,0.005,0,2,STK
S.WHR,1,0.01,0,0.005,0,2,STK
S.WIN,1,0.01,0,0.005,0,2,STK
S.WLA,1,0.01,0,0.005,0,2,STK
S.WLP,1,0.01,0,0.005,0,2,STK
S.WLTW,1,0.01,0,0.005,0,2,STK
S.WM,1,0.01,0,0.005,0,2,STK
S.WMX,1,0.01,0,0.005,0,2,STK
S.WMB,1,0.01,0,0.005,0,2,STK
S.WMT,1,0.01,0,0.005,0,2,STK
S.WOR,1,0.01,0,0.005,0,2,STK
S.WPX,1,0.01,0,0.005,0,2,STK
S.WRK,1,0.01,0,0.005,0,2,STK
S.WU,1,0.01,0,0.005,0,2,STK
S.WWY,1,0.01,0,0.005,0,2,STK
S.WY,1,0.01,0,0.005,0,2,STK
S.WYE,1,0.01,0,0.005,0,2,STK
S.WYN,1,0.01,0,0.005,0,2,STK
S.WYNN,1,0.01,0,0.005,0,2,STK
S.X,1,0.01,0,0.005,0,2,STK
S.XEC,1,0.01,0,0.005,0,2,STK
S.XEL,1,0.01,0,0.005,0,2,STK
S.XL,1,0.01,0,0.005,0,2,STK
S.XLNX,1,0.01,0,0.005,0,2,STK
S.XOM,1,0.01,0,0.005,0,2,STK
S.XRAY,1,0.01,0,0.005,0,2,STK
S.XRX,1,0.01,0,0.005,0,2,STK
S.XTO,1,0.01,0,0.005,0,2,STK
S.XYL,1,0.01,0,0.005,0,2,STK
S.YHOO,1,0.01,0,0.005,0,2,STK
S.YRCW,1,0.01,0,0.005,0,2,STK
S.YUM,1,0.01,0,0.005,0,2,STK
S.ZBH,1,0.01,0,0.005,0,2,STK
S.ZE,1,0.01,0,0.005,0,2,STK
S.ZION,1,0.01,0,0.005,0,2,STK
S.ZRN,1,0.01,0,0.005,0,2,STK
S.ZTS,1,0.01,0,0.005,0,2,STK
S.HOLX,1,0.01,0,0.005,0,2,STK
S.CNC,1,0.01,0,0.005,0,2,STK
S.DLR,1,0.01,0,0.005,0,2,STK
S.ULTA,1,0.01,0,0.005,0,2,STK
S.TDG,1,0.01,0,0.005,0,2,STK
S.GPN,1,0.01,0,0.005,0,2,STK
S.AYI,1,0.01,0,0.005,0,2,STK
S.LKQ,1,0.01,0,0.005,0,2,STK
S.FBHS,1,0.01,0,0.005,0,2,STK
S.AJG,1,0.01,0,0.005,0,2,STK
S.ALK,1,0.01,0,0.005,0,2,STK
S.UA,1,0.01,0,0.005,0,2,STK
S.COO,1,0.01,0,0.005,0,2,STK
S.CHTR,1,0.01,0,0.005,0,2,STK
S.MTD,1,0.01,0,0.005,0,2,STK
S.FTV,1,0.01,0,0.005,0,2,STK
S.LNT,1,0.01,0,0.005,0,2,STK
S.ALB,1,0.01,0,0.005,0,2,STK
S.COTY,1,0.01,0,0.005,0,2,STK
S.MAA,1,0.01,0,0.005,0,2,STK
S.EVHC,1,0.01,0,0.005,0,2,STK
S.ARNC,1,0.01,0,0.005,0,2,STK
S.RJF,1,0.01,0,0.005,0,2,STK
S.ARE,1,0.01,0,0.005,0,2,STK
S.SNPS,1,0.01,0,0.005,0,2,STK
S.DISH,1,0.01,0,0.005,0,2,STK
S.REG,1,0.01,0,0.005,0,2,STK
S.CBOE,1,0.01,0,0.005,0,2,STK
S.INCY,1,0.01,0,0.005,0,2,STK
S.IDXX,1,0.01,0,0.005,0,2,STK
S.IT,1,0.01,0,0.005,0,2,STK
S.DXC,1,0.01,0,0.005,0,2,STK
S.RE,1,0.01,0,0.005,0,2,STK
S.ALGN,1,0.01,0,0.005,0,2,STK
S.ANSS,1,0.01,0,0.005,0,2,STK
S.INFO,1,0.01,0,0.005,0,2,STK
S.CDNS,1,0.01,0,0.005,0,2,STK
S.SBAC,1,0.01,0,0.005,0,2,STK
S.IQV,1,0.01,0,0.005,0,2,STK
S.BHF,1,0.01,0,0.005,0,2,STK
S.MGM,1,0.01,0,0.005,0,2,STK
S.RMD,1,0.01,0,0.005,0,2,STK
S.PKG,1,0.01,0,0.005,0,2,STK
S.AOS,1,0.01,0,0.005,0,2,STK
S.DRE,1,0.01,0,0.005,0,2,STK
S.NCLH,1,0.01,0,0.005,0,2,STK
S.HII,1,0.01,0,0.005,0,2,STK
S.TTWO,1,0.01,0,0.005,0,2,STK
S.SIVB,1,0.01,0,0.005,0,2,STK
S.NKTR,1,0.01,0,0.005,0,2,STK
S.IPGP,1,0.01,0,0.005,0,2,STK
S.MSCI,1,0.01,0,0.005,0,2,STK
S.ABMD,1,0.01,0,0.005,0,2,STK
S.EVRG,1,0.01,0,0.005,0,2,STK
S.TWTR,1,0.01,0,0.005,0,2,STK
S.FLT,1,0.01,0,0.005,0,2,STK
S.HFC,1,0.01,0,0.005,0,2,STK
S.BR,1,0.01,0,0.005,0,2,STK
S.CPRT,1,0.01,0,0.005,0,2,STK
S.ANET,1,0.01,0,0.005,0,2,STK
S.WCG,1,0.01,0,0.005,0,2,STK
S.ROL,1,0.01,0,0.005,0,2,STK
S.FTNT,1,0.01,0,0.005,0,2,STK
S.JKHY,1,0.01,0,0.005,0,2,STK
S.KEYS,1,0.01,0,0.005,0,2,STK
S.CE,1,0.01,0,0.005,0,2,STK
S.FANG,1,0.01,0,0.005,0,2,STK
S.LW,1,0.01,0,0.005,0,2,STK
S.BABA,1,0.01,0,0.005,0,2,STK
S.BIDU,1,0.01,0,0.005,0,2,STK
S.NOK,1,0.01,0,0.005,0,2,STK
S.SNAP,1,0.01,0,0.005,0,2,STK
S.TEVA,1,0.01,0,0.005,0,2,STK
S.TSLA,1,0.01,0,0.005,0,2,STK
E.SPY,1,0.01,0,0.005,0,2,ETF
E.QQQ,1,0.01,0,0.005,0,2,ETF
E.EEM,1,0.01,0,0.005,0,2,ETF
E.IWM,1,0.01,0,0.005,0,2,ETF
E.HYG,1,0.01,0,0.005,0,2,ETF
E.EFA,1,0.01,0,0.005,0,2,ETF
E.FXI,1,0.01,0,0.005,0,2,ETF
E.XLF,1,0.01,0,0.005,0,2,ETF
E.EWZ,1,0.01,0,0.005,0,2,ETF
E.IVV,1,0.01,0,0.005,0,2,ETF
E.GDX,1,0.01,0,0.005,0,2,ETF
E.LQD,1,0.01,0,0.005,0,2,ETF
E.GLD,1,0.01,0,0.005,0,2,ETF
E.XLI,1,0.01,0,0.005,0,2,ETF
E.DIA,1,0.01,0,0.005,0,2,ETF
E.USO,1,0.01,0,0.005,0,2,ETF
E.XOP,1,0.01,0,0.005,0,2,ETF
E.XLU,1,0.01,0,0.005,0,2,ETF
E.IEMG,1,0.01,0,0.005,0,2,ETF
E.VWO,1,0.01,0,0.005,0,2,ETF
E.XLK,1,0.01,0,0.005,0,2,ETF
E.AMLP,1,0.01,0,0.005,0,2,ETF
E.XLE,1,0.01,0,0.005,0,2,ETF
E.XLP,1,0.01,0,0.005,0,2,ETF
E.XLV,1,0.01,0,0.005,0,2,ETF
E.RSX,1,0.01,0,0.005,0,2,ETF
E.VEA,1,0.01,0,0.005,0,2,ETF
E.EWJ,1,0.01,0,0.005,0,2,ETF
E.KRE,1,0.01,0,0.005,0,2,ETF
E.IYR,1,0.01,0,0.005,0,2,ETF
E.IEFA,1,0.01,0,0.005,0,2,ETF
E.TLT,1,0.01,0,0.005,0,2,ETF
E.ASHR,1,0.01,0,0.005,0,2,ETF
E.SLV,1,0.01,0,0.005,0,2,ETF
E.OIH,1,0.01,0,0.005,0,2,ETF
E.XLB,1,0.01,0,0.005,0,2,ETF
E.SMH,1,0.01,0,0.005,0,2,ETF
E.BKLN,1,0.01,0,0.005,0,2,ETF
